0.239408 0.801617 0.133492 118.27452569210550651380 49.00000000000000000000 24457.88140546431661068696 { .491526 174.210210 62.061880 }  { 20.87540921952390288600 15.00000000000000000000 14668.8	43.60984236383570736494 }
0.210744 0.0765841 0.666436 .17553791673271585360 100.00000000000000000000 21917.59373849662062404097 { .468595 79.9559330 269.910040 }  { 9.58102754657052230780 18.00000000000000000000 1844.22	51.95408233086391306456 }
0.874767 0.296951 0.804181 9.08328066628123587253 64.00000000000000000000 17215.78113445221768146096 { .999813 108.603630 323.630590 }  { 13.01384814917428045800 16.00000000000000000000 2766.23	68.79107829704483970524 }
0.70461 0.492501 0.140497 36.72453656198972386396 64.00000000000000000000 19355.47287872112149110415 { .86368 134.025130 64.793830 }  { 16.06007727359888735800 16.00000000000000000000 15089	60.87605210201544352128 }
0.624405 0.631968 0.87042 67.77668100508883166983 56.25000000000000000000 11521.72172955392397942819 { .799524 152.155840 349.46380 }  { 18.23265941267394054400 15.50000000000000000000 4834.41	92.66071674566704104618 }
0.471353 0.271072 0.187003 6.81581475611800646428 81.00000000000000000000 16462.02575125636352649988 { .677082 105.239360 82.931170 }  { 12.61071154211222777600 17.00000000000000000000 10902.2	71.69557392179970658072 }
0.414414 0.102286 0.0765201 .00034576160342059581 100.00000000000000000000 20344.79689043633784649912 { .631531 83.297180 39.8428390 }  { 9.98140533400621038800 18.00000000000000000000 14371	57.36481187856785440717 }
0.79845 0.601191 0.262181 60.11246662890282158923 56.25000000000000000000 17358.76084477580973849293 { .93876 148.154830 112.250590 }  { 17.75322298330847837800 15.50000000000000000000 10793.8	68.24734976185181215794 }
0.127128 0.221211 0.870158 3.36351682889605695586 72.25000000000000000000 22442.54911891283876982415 { .401702 98.757430 349.361620 }  { 11.83398932082388553800 16.50000000000000000000 1700.15	50.19162533785756752359 }
0.153342 0.0162038 0.638193 1.84840803327441671151 110.25000000000000000000 22632.08876562467587968022 { .422673 72.1064940 258.895270 }  { 8.64043829368637456040 18.50000000000000000000 1654.04	49.56034842627201870298 }
0.360988 0.232275 0.691821 4.02540642792225393739 90.25000000000000000000 15630.10376772679552894620 { .588790 100.195750 279.810190 }  { 12.00634155315645445000 17.50000000000000000000 3217.29	74.97958659592108224092 }
0.733435 0.991959 0.69392 191.55970097653277145423 49.00000000000000000000 12289.54848525025638180142 { .886748 198.954670 280.62880 }  { 23.84050941896766932200 15.00000000000000000000 7572.94	89.14176401705529401753 }
0.891779 0.232111 0.385933 4.01516154812021217074 64.00000000000000000000 18348.02125129499499795507 { 1.013423 100.174430 160.513870 }  { 12.00378680206258773800 16.00000000000000000000 4826.91	64.54513205021018884521 }
0.694514 0.682296 0.411831 81.30009341974171966615 49.00000000000000000000 12362.37374186658300025532 { .855611 158.698480 170.614090 }  { 19.01665644347957396800 15.00000000000000000000 9899.19	88.81378798669961433672 }
0.137121 0.776439 0.579426 109.89732741604446631404 42.25000000000000000000 19425.29146092065585986787 { .409696 170.937070 235.976140 }  { 20.48319261561307316200 14.50000000000000000000 5262.4	60.62535574603013229807 }
0.0803278 0.919608 0.0229052 161.63164784763737068052 36.00000000000000000000 28169.72991473533355221247 { .3642622 189.549040 18.9330280 }  { 22.71344358730699566400 14.00000000000000000000 38583.4	32.16159582879926121407 }
0.774709 0.521509 0.948396 42.40557957039503599197 56.25000000000000000000 40000 { .919767 137.796170 379.874440 }  { 16.51195666220184822200 15.50000000000000000000 0	0 }
0.421951 0.945005 0.915227 171.84776132321933459676 49.00000000000000000000 8923.93055857330968614918 { .637560 192.850650 366.938530 }  { 23.10907171859317179000 15.00000000000000000000 6646.29	105.53344211535327839063 }
0.272928 0.961736 0.165574 178.74896000400324083079 49.00000000000000000000 24158.48021967673277294309 { .518342 195.025680 74.573860 }  { 23.36970306341929348800 15.00000000000000000000 13967.2	44.57001505604932738750 }
0.71661 0.421176 0.929779 24.49254373045741137464 64.00000000000000000000 13794.71196510946473495547 { .87328 124.752880 372.613810 }  { 14.94899421402545300800 16.00000000000000000000 3311.81	82.54910828303829035694 }
0.407844 0.514501 0.887439 40.99569143499361639327 64.00000000000000000000 12108.90252908538213561964 { .626275 136.885130 356.101210 }  { 16.40278778619076335800 16.00000000000000000000 4143.73	89.95954139915000274445 }
0.94301 0.137489 0.850909 .28067626521775260330 72.25000000000000000000 20765.46079915473383946322 { 1.05440 87.873570 341.854510 }  { 10.52978888740492906200 16.50000000000000000000 1721.76	55.89774186656638710804 }
0.960447 0.191041 0.502074 1.86051942283406463655 56.25000000000000000000 17836.44756559761810080668 { 1.068357 94.835330 205.808860 }  { 11.36400858605584467800 15.50000000000000000000 3668.95	66.44683618274848933040 }
0.513225 0.398606 0.397059 21.13612706641192100351 64.00000000000000000000 11969.29609758699206765066 { .710580 121.818780 164.853010 }  { 14.59740438360733294800 16.00000000000000000000 8022.07	90.59572175830146235583 }
0.617062 0.793799 0.446515 115.64039398084014499227 49.00000000000000000000 10259.53016994883072777361 { .793649 173.193870 184.140850 }  { 20.75362236554920804200 15.00000000000000000000 11125.2	98.71066112394241356234 }
0.0021997 0.439925 0.216905 27.46872522232538034897 42.25000000000000000000 24945.44804262446912868339 { .3017597 127.190250 94.592950 }  { 15.24106145950659315000 14.50000000000000000000 6776.61	42.05871963725104356158 }
