0.530746 ; 0.160705 ; 0.934585 ; .79466874075766752633 ; 132.25000000000000000000 ; 227.68990967836367048227 ; 650.854490422500 ; { .724596 90.891650 374.488150 } ; { 10.89144194469279239000 19.50000000000000000000 1792.37 } 
0.644289 ; 0.903678 ; 0.549588 ; 155.38345529989706505034 ; 64.00000000000000000000 ; .20267263951960968285 ; 30856.674498062400 ; { .815431 187.478140 224.339320 } ; { 22.46529002068933272400 16.00000000000000000000 7464.32 } 
0.837408 ; 0.742612 ; 0.11219 ; 99.12679552346115218525 ; 56.25000000000000000000 ; 729.48830091949709138652 ; 119886.2232668100 ; { .969926 166.539560 53.75410 } ; { 19.95624404700191909600 15.50000000000000000000 17158.3 } 
0.745412 ; 0.807415 ; 0.813731 ; 120.24721288178587569046 ; 64.00000000000000000000 ; 69.12031821054606868086 ; 5277.282948908100 ; { .896329 174.963950 327.355090 } ; { 20.96572901734243457000 16.00000000000000000000 4265.44 } 
0.447425 ; 0.776059 ; 0.724573 ; 109.77325099163636395503 ; 72.25000000000000000000 ; 18.69176387014449240007 ; 11538.310917240900 ; { .657940 170.887670 292.583470 } ; { 20.47727307039557712200 16.50000000000000000000 5721.96 } 
0.522026 ; 0.294132 ; 0.976511 ; 8.82051075794031150686 ; 132.25000000000000000000 ; 214.19324908988553199491 ; 83.918607704100 ; { .717620 108.237160 390.839290 } ; { 12.96993447031080325600 19.50000000000000000000 1958.1 } 
0.0735817 ; 0.636309 ; 0.0507923 ; 68.89468838304739745121 ; 81.00000000000000000000 ; 321.91241463689247513598 ; 137041.37870214600900 ; { .3588653 152.720170 29.8089970 } ; { 18.30028242790854662200 17.00000000000000000000 13848.8 } 
0.199505 ; 0.478652 ; 0.539166 ; 34.15632179350489799484 ; 100.00000000000000000000 ; 96.37483379921185963601 ; 32301.169082067600 ; { .459604 132.224760 220.274740 } ; { 15.84434100592230141600 18.00000000000000000000 3716.77 } 
0.402231 ; 0.250632 ; 0.828349 ; 5.25464992817187974921 ; 132.25000000000000000000 ; 185.98308758941640082577 ; 4481.484408332100 ; { .621784 102.582160 333.056110 } ; { 12.29230232041323025600 19.50000000000000000000 2322.29 } 
0.206111 ; 0.425715 ; 0.0357023 ;  ;  ;  ;  ; { .464888 125.342950 23.9238970 } ; { 15.01970162387338597000 18.00000000000000000000 -nan } Calcul non converge 
