0.437427 ; 0.0354399 ; 0.813313 ; 1.12340187041586881697 ; 210.25000000000000000000 ; 199.11993439744792644027 ; { .649941 74.6071870 327.192070 } ; { 8.94009346147131028420 22.50000000000000000000 2149.49 } 
0.509068 ; 0.0518771 ; 0.975111 ; .64617793633043374799 ; 196.00000000000000000000 ; 214.12589171401763933212 ; { .707254 76.7440230 390.293290 } ; { 9.19614806317927320180 22.00000000000000000000 1958.94 } 
0.593925 ; 0.799162 ; 0.131107 ; 117.44416348416711628443 ; 144.00000000000000000000 ; 117.79087978982923625434 ; { .775140 173.891060 61.131730 } ; { 20.83716584186876399600 20.00000000000000000000 11261.4 } 
0.479913 ; 0.365226 ; 0.148851 ; 16.62534626833874231756 ; 169.00000000000000000000 ; 32.41071691949709138670 ; { .683930 117.479380 68.051890 } ; { 14.07741906950202290800 21.00000000000000000000 9377.96 } 
0.571377 ; 0.476046 ; 0.522073 ; 33.68346052792729473520 ; 144.00000000000000000000 ; 12.59277584912741602557 ; { .757101 131.885980 213.608470 } ; { 15.80374538793073646800 20.00000000000000000000 6004.75 } 
0.68354 ; 0.907382 ; 0.826467 ; 156.82527876073872274144 ; 132.25000000000000000000 ; 41.85735486958153499728 ; { .84683 187.959660 332.322130 } ; { 22.52299000880934675600 19.50000000000000000000 4938.55 } 
0.250306 ; 0.214754 ; 0.389619 ; 3.00468868316336860814 ; 182.25000000000000000000 ; 93.16692173465941077144 ; { .500244 97.918020 161.951410 } ; { 11.73340378537816993200 21.50000000000000000000 3776.91 } 
0.827334 ; 0.963661 ; 0.785531 ; 179.55169834762044104256 ; 132.25000000000000000000 ; 59.61701405592043535387 ; { .961867 195.275930 316.357090 } ; { 23.39969023327108263800 19.50000000000000000000 4481.76 } 
0.909386 ; 0.418163 ; 0.841001 ; 24.03017706242198342971 ; 144.00000000000000000000 ; 168.35666820491649465207 ; { 1.027508 124.361190 337.990390 } ; { 14.90205845155093835400 20.00000000000000000000 2564.04 } 
0.176336 ; 0.268479 ; 0.614994 ; 6.60653685667422349025 ; 169.00000000000000000000 ; 150.98282457196472133631 ; { .441068 104.902270 249.847660 } ; { 12.57031843487810348200 21.00000000000000000000 2815.06 } 
0.950661 ; 0.887151 ; 0.285762 ; 149.03127291362315668478 ; 132.25000000000000000000 ; 6.35620077613060611749 ; { 1.060528 185.329630 121.447180 } ; { 22.20783653697997205800 19.50000000000000000000 6379.78 } 
0.659193 ; 0.470238 ; 0.080109 ; 32.64145195164049685308 ; 144.00000000000000000000 ; 107.49996892475136048035 ; { .827354 131.130940 41.242510 } ; { 15.71326981260648120400 20.00000000000000000000 11084.4 } 
0.258699 ; 0.389772 ; 0.505214 ; 19.88973161653157640222 ; 169.00000000000000000000 ; 73.73445167273409645340 ; { .506959 120.670360 207.033460 } ; { 14.45979053505112237600 21.00000000000000000000 4165.79 } 
0.00120943 ; 0.254437 ; 0.32744 ; 5.52990809101160818339 ; 156.25000000000000000000 ; 153.81300182698442484534 ; { .30096754 103.076810 137.70160 } ; { 12.35157566134105244600 20.50000000000000000000 2773.22 } 
0.991297 ; 0.361128 ; 0.760243 ; 16.10883603697244483656 ; 144.00000000000000000000 ; 195.55532099831112779158 ; { 1.093037 116.946640 306.494770 } ; { 14.01358144765649982400 20.00000000000000000000 2195.8 } 
0.983125 ; 0.202439 ; 0.188267 ; 2.37641890963514024393 ; 144.00000000000000000000 ; 44.96492438806530305874 ; { 1.086500 96.317070 83.424130 } ; { 11.54156378707958116200 20.00000000000000000000 4852.46 } 
0.162995 ; 0.884603 ; 0.342081 ; 148.06373883336134973034 ; 144.00000000000000000000 ; 35.84236472133608556958 ; { .430396 184.998390 143.411590 } ; { 22.16814442852160387400 20.00000000000000000000 5114.8 } 
0.65457 ; 0.584619 ; 0.81782 ; 56.17605183203455321519 ; 144.00000000000000000000 ; 76.99173005141677613061 ; { .82365 146.000470 328.94980 } ; { 17.49506850082336160200 20.00000000000000000000 4097.31 } 
0.733726 ; 0.363335 ; 0.553424 ; 16.38599265498076985446 ; 156.25000000000000000000 ; 79.58888487596171889667 ; { .886980 117.233550 225.835360 } ; { 14.04796154316969393000 20.50000000000000000000 4043.74 } 
0.791685 ; 0.105481 ; 0.611232 ; .00097195838229837397 ; 169.00000000000000000000 ; 174.40711950534809532764 ; { .933348 83.712530 248.380480 } ; { 10.03117624708489419800 21.00000000000000000000 2479.69 } 
